Final patched KSP GameData PART inventory: 1439 parts
Source: ModuleManager.ConfigCache

0001 | ALCOR_LanderCapsule | ALCOR Pod(A) | cat=Pods | mass=1.800000 t | bulk=size1 | engines=- | gimbal=- deg | ASET/ALCOR/Part/ALCOR.cfg
1187 | spotLight2 | Illuminator Mk2 | cat=none | mass=0.015000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Utility/spotLightMk2/spotLightMk2.cfg
1188 | spotLight2_v2 | Illuminator Mk2 | cat=Utility | mass=0.015000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Utility/spotLightMk2_v2/spotLightMk2_v2.cfg
1189 | stackBiCoupler_v2 | TVR-200 Stack Bi-Coupler | cat=Structural | mass=0.100000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Utility/stackCouplers/stackBiCoupler_v2.cfg
1190 | stackQuadCoupler | TVR-2160C Mk2 Stack Quad-Coupler | cat=Structural | mass=0.175000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Utility/stackCouplers/stackQuadCoupler.cfg
1191 | stackTriCoupler_v2 | TVR-1180C Mk1 Stack Tri-Coupler | cat=Structural | mass=0.150000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Utility/stackCouplers/stackTriCoupler_v2.cfg
1192 | GearLarge | LY-99 Extra Large Landing Gear | cat=Ground | mass=0.600000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Wheel/LandingGear/GearExtraLarge.cfg
1193 | GearFixed | LY-01 Fixed Landing Gear | cat=Ground | mass=0.022000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Wheel/LandingGear/GearFixed.cfg
1194 | GearFree | LY-05 Steerable Landing Gear | cat=Ground | mass=0.015000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Wheel/LandingGear/GearFree.cfg
1195 | GearMedium | LY-60 Large Landing Gear | cat=Ground | mass=0.400000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Wheel/LandingGear/GearLarge.cfg
1196 | GearSmall | LY-35 Medium Landing Gear | cat=Ground | mass=0.250000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Wheel/LandingGear/GearMedium.cfg
1197 | SmallGearBay | LY-10 Small Landing Gear | cat=Ground | mass=0.045000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Wheel/LandingGear/GearSmall.cfg
1198 | roverWheel1 | RoveMax Model M1 | cat=Ground | mass=0.075000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Wheel/roverWheelM1/roverWheelM1.cfg
1199 | roverWheel2 | RoveMax Model S2 | cat=Ground | mass=0.050000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Wheel/roverWheelS2/roverWheelS2.cfg
1200 | wheelMed | TR-2L Ruggedized Vehicular Wheel | cat=Ground | mass=0.105000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Wheel/roverWheelTR-2L/roverWheelTR-2L.cfg
1201 | roverWheel3 | RoveMax Model XL3 | cat=Ground | mass=1.250000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Wheel/roverWheelXL3/roverWheelXL3.cfg
1202 | rocketNoseConeSize4 | Protective Rocket Nose Cone Mk16A | cat=Aero | mass=0.800000 t | bulk=size4 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Aero/protectiveRocketNoseMk16/rocketNoseCone_size4.cfg
1203 | Size_1_5_Cone | Protective Rocket Nosecone Mk5A | cat=Aero | mass=0.120000 t | bulk=size1p5 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Aero/protectiveRocketNoseMk5A/Size_1_5_Cone.cfg
1204 | Decoupler_1p5 | TD-18 Decoupler | cat=Coupling | mass=0.090000 t | bulk=size1p5 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Coupling/Decoupler_1p5.cfg
1205 | Decoupler_4 | TD-50 Decoupler | cat=none | mass=0.640000 t | bulk=size4 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Coupling/Decoupler_4.cfg
1206 | EnginePlate1p5 | EP-18 Engine Plate | cat=Coupling | mass=0.140000 t | bulk=size1p5 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Coupling/EnginePlate_1p5.cfg
1207 | EnginePlate2 | EP-25 Engine Plate | cat=Coupling | mass=0.250000 t | bulk=size2 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Coupling/EnginePlate_2.cfg
1208 | EnginePlate3 | EP-37 Engine Plate | cat=Coupling | mass=0.580000 t | bulk=size3 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Coupling/EnginePlate_3.cfg
1209 | EnginePlate4 | EP-50 Engine Plate | cat=Coupling | mass=1.000000 t | bulk=size4 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Coupling/EnginePlate_4.cfg
1210 | EnginePlate5 | EP-12 Engine Plate | cat=Coupling | mass=0.062000 t | bulk=size1 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Coupling/EnginePlate_5.cfg
1211 | InflatableAirlock | Inflatable Airlock | cat=Coupling | mass=0.100000 t | bulk=size0 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Coupling/InflatableAirlock.cfg
1212 | Separator_1p5 | TS-18 Stack Separator | cat=Coupling | mass=0.120000 t | bulk=size1p5 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Coupling/Separator_1p5.cfg
1213 | Separator_4 | TS-50 Stack Separator | cat=none | mass=0.850000 t | bulk=size4 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Coupling/Separator_4.cfg
1214 | Size1p5_Strut_Decoupler | Size 1.5 Decoupler | cat=Coupling | mass=0.090000 t | bulk=size1p5, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Coupling/Size1p5_Strut_Decoupler.cfg
1215 | LiquidEngineKE-1 | Kerbodyne KE-1 "Mastodon" Liquid Fuel Engine | cat=Engine | mass=5.000000 t | bulk=size1, size1p5, size2, srf | engines=- 1350 kN | gimbal=5 deg | SquadExpansion/MakingHistory/Parts/Engine/LiquidEngineKE-1.cfg
1216 | LiquidEngineLV-T91 | LV-T91 "Cheetah" Liquid Fuel Engine | cat=Engine | mass=1.000000 t | bulk=size1, size1p5, srf | engines=- 125 kN | gimbal=2, ? deg | SquadExpansion/MakingHistory/Parts/Engine/LiquidEngineLV-T91.cfg
1217 | LiquidEngineLV-TX87 | LV-TX87 "Bobcat" Liquid Fuel Engine | cat=Engine | mass=2.000000 t | bulk=size1p5, srf | engines=- 400 kN | gimbal=5, 5 deg | SquadExpansion/MakingHistory/Parts/Engine/LiquidEngineLV-TX87.cfg
1218 | LiquidEngineRE-I2 | RE-I2 "Skiff" Liquid Fuel Engine | cat=Engine | mass=1.600000 t | bulk=size1, size1p5, srf | engines=- 300 kN | gimbal=2 deg | SquadExpansion/MakingHistory/Parts/Engine/LiquidEngineRE-I2.cfg
1219 | LiquidEngineRE-J10 | RE-J10 "Wolfhound" Liquid Fuel Engine | cat=Engine | mass=3.300000 t | bulk=size1, size1p5, srf | engines=- 375 kN | gimbal=3.0 deg | SquadExpansion/MakingHistory/Parts/Engine/LiquidEngineRE-J10.cfg
1220 | LiquidEngineRK-7 | RK-7 "Kodiak" Liquid Fueled Engine | cat=Engine | mass=1.250000 t | bulk=size1, size1p5, srf | engines=- 260 kN | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Engine/LiquidEngineRK-7.cfg
1221 | LiquidEngineRV-1 | RV-1 "Cub" Vernier Engine | cat=Engine | mass=0.180000 t | bulk=size0, srf | engines=- 32 kN | gimbal=22.5 deg | SquadExpansion/MakingHistory/Parts/Engine/LiquidEngineRV-1.cfg
1222 | Pollux | THK "Pollux" Solid Fuel Booster | cat=Engine | mass=8.000000 t | bulk=size1p5, srf | engines=- 1300 kN | gimbal=3 deg | SquadExpansion/MakingHistory/Parts/Engine/solidBoosterTHK/solidBoosterTHK.cfg
1223 | monopropMiniSphere | Stratus-V Minified Monopropellant Tank | cat=Propulsion | mass=0.010000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/FuelTank/MonoPropMini.cfg
1224 | Size1p5_Monoprop | FL-R400 RCS Fuel Tank | cat=FuelTank | mass=0.250000 t | bulk=size1p5 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/FuelTank/Size1p5_Monoprop.cfg
1225 | Size1p5_Size0_Adapter_01 | FL-A150 Fuel Tank Adapter | cat=FuelTank | mass=0.100000 t | bulk=size0, size1p5, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/FuelTank/Size1p5_Size0_Adapter_01.cfg
1226 | Size1p5_Size1_Adapter_01 | FL-A151L Fuel Tank Adapter | cat=FuelTank | mass=0.375000 t | bulk=size1p5, size1, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/FuelTank/Size1p5_Size1_Adapter_01.cfg
1227 | Size1p5_Size1_Adapter_02 | FL-A151S Fuel Tank Adapter | cat=FuelTank | mass=0.100000 t | bulk=size1, size1p5, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/FuelTank/Size1p5_Size1_Adapter_02.cfg
1228 | Size1p5_Size2_Adapter_01 | FL-A215 Fuel Tank Adapter | cat=FuelTank | mass=0.750000 t | bulk=size1p5, size2, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/FuelTank/Size1p5_Size2_Adapter_01.cfg
1229 | Size1p5_Tank_01 | FL-TX220 Fuel Tank | cat=FuelTank | mass=0.137500 t | bulk=size1p5, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/FuelTank/Size1p5_Tank_01.cfg
1230 | Size1p5_Tank_02 | FL-TX440 Fuel Tank | cat=FuelTank | mass=0.275000 t | bulk=size1p5, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/FuelTank/Size1p5_Tank_02.cfg
1231 | Size1p5_Tank_03 | FL-TX900 Fuel Tank | cat=FuelTank | mass=0.562500 t | bulk=size1p5, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/FuelTank/Size1p5_Tank_03.cfg
1232 | Size1p5_Tank_04 | FL-TX1800 Fuel Tank | cat=FuelTank | mass=1.125000 t | bulk=size1p5, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/FuelTank/Size1p5_Tank_04.cfg
1233 | Size1p5_Tank_05 | FL-C1000 Fuel Tank | cat=FuelTank | mass=0.750000 t | bulk=size1p5, srf | engines=- 32 kN | gimbal=- deg | SquadExpansion/MakingHistory/Parts/FuelTank/Size1p5_Tank_05.cfg
1234 | Size3_Size4_Adapter_01 | Kerbodyne S3-S4 Adapter Tank | cat=none | mass=4.000000 t | bulk=size3, size4, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/FuelTank/Size3_Size4_Adapter_01.cfg
1235 | Size4_EngineAdapter_01 | Kerbodyne Engine Cluster Adapter Tank | cat=FuelTank | mass=5.625000 t | bulk=size4, size1, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/FuelTank/Size4_EngineAdapter_01.cfg
1236 | Size4_Tank_01 | Kerbodyne S4-64 Fuel Tank | cat=none | mass=4.000000 t | bulk=size4, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/FuelTank/Size4_Tank_01.cfg
1237 | Size4_Tank_02 | Kerbodyne S4-128 Fuel Tank | cat=none | mass=8.000000 t | bulk=size4, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/FuelTank/Size4_Tank_02.cfg
1238 | Size4_Tank_03 | Kerbodyne S4-256 Fuel Tank | cat=none | mass=16.000000 t | bulk=size4, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/FuelTank/Size4_Tank_03.cfg
1239 | Size4_Tank_04 | Kerbodyne S4-512 Fuel Tank | cat=none | mass=32.000000 t | bulk=size4, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/FuelTank/Size4_Tank_04.cfg
1240 | roverWheelM1-F | RoveMax M1-F Rover Wheel | cat=Ground | mass=0.025000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Ground/RoverWheel.cfg
1241 | fairingSize1p5 | AE-FF1.5 Airstream Protective Shell (1.875m) | cat=Payload | mass=0.150000 t | bulk=size1p5 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Payload/fairingSize1p5.cfg
1242 | fairingSize4 | AE-FF5 Airstream Protective Shell (5m) | cat=none | mass=0.800000 t | bulk=size4 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Payload/fairingSize4.cfg
1243 | Size1to0ServiceModule | SM-6A Service Module | cat=Payload | mass=0.075000 t | bulk=size1 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Payload/Size1to0ServiceModule.cfg
1244 | ServiceModule18 | SM-18 Service Module | cat=Payload | mass=0.150000 t | bulk=size1p5 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Payload/SM18.cfg
1245 | ServiceModule25 | SM-25 Service Module | cat=Payload | mass=0.500000 t | bulk=size2 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Payload/SM25.cfg
1246 | kv1Pod | KV-1 'Onion' Reentry Module | cat=Pods | mass=0.750000 t | bulk=size1 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Pods/KV1Pod.cfg
1247 | kv2Pod | KV-2 ‘Pea’ Reentry Module | cat=Pods | mass=1.500000 t | bulk=size1 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Pods/KV2Pod.cfg
1248 | kv3Pod | KV-3 'Pomegranate' Reentry Module | cat=Pods | mass=2.250000 t | bulk=size1 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Pods/KV3Pod.cfg
1249 | Mk2Pod | Mk2 Command Pod | cat=Pods | mass=1.560000 t | bulk=size1p5 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Pods/Mk2Pod.cfg
1250 | MEMLander | Munar Excursion Module (M.E.M.) | cat=Pods | mass=1.355000 t | bulk=size0, size1, size1p5 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Pods/Size1_5_Lander.cfg
1251 | kerbalEVAfemaleVintage | kerbalEVAfemaleVintage | cat=None | mass=0.000000 t | bulk=None | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Prebuilt/kerbalEVAfemaleVintage.cfg
1252 | kerbalEVAVintage | kerbalEVAVintage | cat=None | mass=0.000000 t | bulk=None | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Prebuilt/kerbalEVAVintage.cfg
1253 | EquiTriangle0 | SP-T06 Structural Panel | cat=Structural | mass=0.010000 t | bulk=size0, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Structural/EquiTriangle0.cfg
1254 | EquiTriangle1 | SP-T12 Structural Panel | cat=Structural | mass=0.040000 t | bulk=size1, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Structural/EquiTriangle1.cfg
1255 | EquiTriangle1p5 | SP-T18 Structural Panel | cat=Structural | mass=0.085000 t | bulk=size1p5, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Structural/EquiTriangle1p5.cfg
1256 | EquiTriangle2 | SP-T25 Structural Panel | cat=Structural | mass=0.150000 t | bulk=size2, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Structural/EquiTriangle2.cfg
1257 | Panel0 | SP-S06 Structural Panel | cat=Structural | mass=0.020000 t | bulk=size0, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Structural/Panel0.cfg
1258 | Panel1 | SP-S12 Structural Panel | cat=Structural | mass=0.075000 t | bulk=size1, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Structural/Panel1.cfg
1259 | Panel1p5 | SP-S18 Structural Panel | cat=Structural | mass=0.170000 t | bulk=size1p5, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Structural/Panel1p5.cfg
1260 | Panel2 | SP-S25 Structural Panel | cat=Structural | mass=0.300000 t | bulk=size2, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Structural/Panel2.cfg
1261 | Triangle0 | SP-R06 Structural Panel | cat=Structural | mass=0.010000 t | bulk=size0, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Structural/Triangle0.cfg
1262 | Triangle1 | SP-R12 Structural Panel | cat=Structural | mass=0.040000 t | bulk=size1, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Structural/Triangle1.cfg
1263 | Triangle1p5 | SP-R18 Structural Panel | cat=Structural | mass=0.085000 t | bulk=size1p5, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Structural/Triangle1p5.cfg
1264 | Triangle2 | SP-R25 Structural Panel | cat=Structural | mass=0.150000 t | bulk=size2, srf | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Structural/Triangle2.cfg
1265 | Tube1 | T-12 Structural Tube | cat=Structural | mass=0.075000 t | bulk=size1 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Structural/Tube1.cfg
1266 | Tube1p5 | T-18 Structural Tube | cat=Structural | mass=0.075000 t | bulk=size1p5 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Structural/Tube1p5.cfg
1267 | Tube2 | T-25 Structural Tube | cat=Structural | mass=0.075000 t | bulk=size2 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Structural/Tube2.cfg
1268 | Tube3 | T-37 Structural Tube | cat=Structural | mass=0.075000 t | bulk=size3 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Structural/Tube3.cfg
1269 | Tube4 | T-50 Structural Tube | cat=Structural | mass=0.075000 t | bulk=size4 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Structural/Tube4.cfg
1270 | HeatShield1p5 | Heat Shield (1.875m) | cat=Thermal | mass=0.300000 t | bulk=size1p5 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Thermal/HeatShield1p5.cfg
1271 | flagPartSize1p5 | RFP-1.5 Flag (1.875m) | cat=Utility | mass=0.000125 t | bulk=srf,size1p5 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Utility/flags/flagSize1p5/flagSize1p5.cfg
1272 | flagPartSize4 | RFP-4 Flag (5m) | cat=Utility | mass=0.000900 t | bulk=srf,size4 | engines=- | gimbal=- deg | SquadExpansion/MakingHistory/Parts/Utility/flags/flagSize4/flagSize4.cfg
1273 | FanShroud_01 | S-062 Fan Shroud | cat=Aero | mass=0.040000 t | bulk=size0, srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Aero/FanShroud_01.cfg
1274 | FanShroud_02 | S-12 Fan Shroud | cat=Aero | mass=0.130000 t | bulk=size1, srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Aero/FanShroud_02.cfg
1275 | FanShroud_03 | S-25 Fan Shroud | cat=Aero | mass=0.420000 t | bulk=size2, srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Aero/FanShroud_03.cfg
1276 | noseconeTiny | Tiny Nosecone | cat=Aero | mass=0.001000 t | bulk=size0 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Aero/noseconeTiny.cfg
1277 | noseconeVS | Very Small Nosecone | cat=Aero | mass=0.004000 t | bulk=size0 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Aero/noseconeVS.cfg
1278 | DeployedCentralStation | Probodobodyne Experiment Control Station | cat=Cargo | mass=0.050000 t | bulk=None | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/DeployedScience/centralStation.cfg
1279 | DeployedGoExOb | Go-ob ED Monitor | cat=Cargo | mass=0.040000 t | bulk=None | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/DeployedScience/gooObservation.cfg
1280 | DeployedIONExp | Ionographer PD-22 | cat=Cargo | mass=0.025000 t | bulk=None | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/DeployedScience/ionCollector.cfg
1281 | DeployedRTG | Mini-NUK-PD Radioisotope Thermoelectric Generator | cat=Cargo | mass=0.040000 t | bulk=None | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/DeployedScience/rtg.cfg
1282 | DeployedSatDish | Communotron Ground HG-48 | cat=Cargo | mass=0.035000 t | bulk=None | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/DeployedScience/satDish.cfg
1283 | DeployedSeismicSensor | Grand Slam Passive Seismometer | cat=Cargo | mass=0.035000 t | bulk=None | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/DeployedScience/seismicSensor.cfg
1284 | DeployedSolarPanel | OX-Stat-PD Photovoltaic Panel | cat=Cargo | mass=0.015000 t | bulk=None | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/DeployedScience/solarPanel.cfg
1285 | DeployedWeatherStn | PD-3 Weather Analyzer | cat=Cargo | mass=0.060000 t | bulk=None | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/DeployedScience/weatherStation.cfg
1286 | kerbalEVA | kerbalEVA | cat=None | mass=0.000000 t | bulk=None | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Prebuilt/kerbalEVA.cfg
1287 | kerbalEVAfemale | kerbalEVAfemale | cat=None | mass=0.000000 t | bulk=None | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Prebuilt/kerbalEVAfemale.cfg
1288 | kerbalEVAfemaleFuture | kerbalEVAfemaleFuture | cat=None | mass=0.000000 t | bulk=None | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Prebuilt/kerbalEVAfemaleFuture.cfg
1289 | kerbalEVAfemaleVintage | kerbalEVAfemaleVintage | cat=None | mass=0.000000 t | bulk=None | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Prebuilt/kerbalEVAfemaleVintage.cfg
1290 | kerbalEVAFuture | kerbalEVAFuture | cat=None | mass=0.000000 t | bulk=None | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Prebuilt/kerbalEVAFuture.cfg
1291 | kerbalEVASlimSuit | kerbalEVASlimSuit | cat=None | mass=0.000000 t | bulk=None | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Prebuilt/kerbalEVASlimSuit.cfg
1292 | kerbalEVASlimSuitFemale | kerbalEVASlimSuitFemale | cat=None | mass=0.000000 t | bulk=None | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Prebuilt/kerbalEVASlimSuitFemale.cfg
1293 | kerbalEVAVintage | kerbalEVAVintage | cat=None | mass=0.000000 t | bulk=None | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Prebuilt/kerbalEVAVintage.cfg
1294 | largeFanBlade | R-25 Ducted Fan Blade | cat=Aero | mass=0.120000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Propellers/largeFanBlade.cfg
1295 | largeHeliBlade | Helicopter Blade Type S | cat=Aero | mass=0.180000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Propellers/largeHeliBlade.cfg
1296 | largePropeller | Propeller Blade Type S | cat=Aero | mass=0.120000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Propellers/largePropeller.cfg
1297 | mediumFanBlade | R-12 Ducted Fan Blade | cat=Aero | mass=0.035000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Propellers/mediumFanBlade.cfg
1298 | mediumHeliBlade | Helicopter Blade Type B | cat=Aero | mass=0.050000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Propellers/mediumHeliBlade.cfg
1299 | mediumPropeller | Propeller Blade Type B | cat=Aero | mass=0.035000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Propellers/mediumPropeller.cfg
1300 | smallFanBlade | R-062 Ducted Fan Blade | cat=Aero | mass=0.010000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Propellers/smallFanBlade.cfg
1301 | smallHeliBlade | Helicopter Blade Type A | cat=Aero | mass=0.015000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Propellers/smallHeliBlade.cfg
1302 | smallPropeller | Propeller Blade Type A | cat=Aero | mass=0.010000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Propellers/smallPropeller.cfg
1303 | controller1000 | KAL-1000 Controller | cat=Robotics | mass=0.010000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/Controllers/KAL1000.cfg
1304 | hinge_01 | G-11 Hinge | cat=Robotics | mass=0.080000 t | bulk=size0 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/hinge_01.cfg
1305 | hinge_01_s | G-00 Hinge | cat=Robotics | mass=0.010000 t | bulk=size0 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/hinge_01_s.cfg
1306 | hinge_03 | G-12L Alligator Hinge | cat=Robotics | mass=0.200000 t | bulk=size2 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/hinge_03.cfg
1307 | hinge_03_s | G-01L Alligator Hinge | cat=Robotics | mass=0.080000 t | bulk=size1 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/hinge_03_s.cfg
1308 | hinge_04 | G-32W Hinge | cat=Robotics | mass=0.400000 t | bulk=size2 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/hinge_04.cfg
1309 | piston_01 | 3P6 Hydraulic Cylinder | cat=Robotics | mass=0.160000 t | bulk=size0 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/piston_01.cfg
1310 | piston_02 | 1P2 Hydraulic Cylinder | cat=Robotics | mass=0.032000 t | bulk=size0 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/piston_02.cfg
1311 | piston_03 | 3PT Telescoping Hydraulic Cylinder | cat=Robotics | mass=0.300000 t | bulk=size0 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/piston_03.cfg
1312 | piston_04 | 1P4 Telescoping Hydraulic Cylinder | cat=Robotics | mass=0.048000 t | bulk=size0 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/piston_04.cfg
1313 | rotor_01 | EM-16 Light Duty Rotor | cat=Robotics | mass=0.020000 t | bulk=size0 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/rotor_01.cfg
1314 | rotor_01s | EM-16S Light Duty Rotor | cat=Robotics | mass=0.018000 t | bulk=size0 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/rotor_01s.cfg
1315 | rotor_02 | EM-32 Standard Rotor | cat=Robotics | mass=0.100000 t | bulk=size0 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/rotor_02.cfg
1316 | rotor_02s | EM-32S Standard Rotor | cat=Robotics | mass=0.090000 t | bulk=size0 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/rotor_02s.cfg
1317 | rotor_03 | EM-64 Heavy Rotor | cat=Robotics | mass=0.600000 t | bulk=size1 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/rotor_03.cfg
